PathRow S2TileID S2ULX S2ULY PercentOfS2
186058 32NNJ 499980 400020 64.5
186058 32NNK 499980 500040 13.8
186058 32NPH 600000 300000 68.7
186058 32NPJ 600000 400020 100.0
186058 32NPK 600000 500040 16.6
186058 32NQH 699960 300000 10.4
186058 32NQJ 699960 400020 30.0
186058 32NQK 699960 500040 3.1
186059 32NNF 499980 100020 23.8
186059 32NNG 499980 200040 98.7
186059 32NNH 499980 300000 53.1
186059 32NPF 600000 100020 24.3
186059 32NPG 600000 200040 82.9
186059 32NPH 600000 300000 47.0
186059 32NQG 699960 200040 0.1
186059 32NQH 699960 300000 2.1
186060 32MME 399960 10000000 35.2
186060 32MNE 499980 10000000 82.8
186060 32MPD 600000 9900040 0.3
186060 32MPE 600000 10000000 41.0
186060 32NNF 499980 100020 93.7
186060 32NNG 499980 200040 3.4
186060 32NPF 600000 100020 51.0
186061 32MMD 399960 9900040 70.6
186061 32MME 399960 10000000 25.4
186061 32MNC 499980 9800020 50.0
186061 32MND 499980 9900040 100.0
186061 32MNE 499980 10000000 34.8
186061 32MPC 600000 9800020 5.4
186061 32MPD 600000 9900040 24.5
186061 32MPE 600000 10000000 9.4
186062 32MNB 499980 9700000 76.6
186062 32MNC 499980 9800020 62.0
186062 32MPC 600000 9800020 1.2
186063 32MNB 499980 9700000 6.8
186247 40XES 499980 9200040 1.8
186247 41XNK 499980 9000000 13.9
186247 41XNL 499980 9100020 63.4
186247 42XVQ 399960 9000000 16.9
186247 42XVR 399960 9100020 62.7
186247 43XEK 499980 9000000 4.4
186247 43XEL 499980 9100020 25.0
186247 44XMQ 399960 9000000 2.8
186247 44XMR 399960 9100020 25.6
186248 39XWK 499980 9000000 2.9
186248 39XWL 499980 9100020 38.6
186248 39XWM 499980 9200040 7.8
186248 40XDQ 399960 9000000 6.2
186248 40XDR 399960 9100020 38.6
186248 40XEQ 499980 9000000 66.5
186248 40XER 499980 9100020 100.0
186248 40XES 499980 9200040 36.7
186248 41XMK 399960 9000000 68.3
186248 41XML 399960 9100020 100.0
186248 41XNK 499980 9000000 34.7
186248 41XNL 499980 9100020 55.0
186248 42XVQ 399960 9000000 30.2
186248 42XVR 399960 9100020 55.2
187001 41XNK 499980 9000000 0.4
187001 41XNL 499980 9100020 1.9
187001 42XVQ 399960 9000000 1.7
187001 42XVR 399960 9100020 2.5
187001 43XEJ 499980 8900040 23.2
187001 43XEK 499980 9000000 97.2
187001 43XEL 499980 9100020 59.9
187001 44XMP 399960 8900040 16.6
187001 44XMQ 399960 9000000 94.1
187001 44XMR 399960 9100020 59.4
187002 40XEP 499980 8900040 1.6
187002 40XEQ 499980 9000000 5.0
187002 41XMJ 399960 8900040 7.1
187002 41XMK 399960 9000000 8.8
187002 41XNK 499980 9000000 72.7
187002 41XNL 499980 9100020 4.4
187002 42XVQ 399960 9000000 77.3
187002 42XVR 399960 9100020 4.0
187003 39XWJ 499980 8900040 1.3
187003 40XDP 399960 8900040 6.4
187003 40XEP 499980 8900040 72.6
187003 40XEQ 499980 9000000 6.1
187003 41XMJ 399960 8900040 82.9
187003 41XMK 399960 9000000 5.7
187003 41XNK 499980 9000000 0.1
187004 39XWJ 499980 8900040 1.5
187004 40XDP 399960 8900040 1.9
187010 36WWC 499980 7800000 0.2
187011 36WVB 399960 7700040 8.4
187011 36WVC 399960 7800000 8.3
187011 36WWB 499980 7700040 52.7
187011 36WWC 499980 7800000 92.7
187011 36WXB 600000 7700040 56.6
187011 37WDS 399960 7700040 31.5
187012 35WPR 600000 7600020 23.7
187012 35WPS 600000 7700040 9.9
187012 36WVA 399960 7600020 67.8
187012 36WVB 399960 7700040 41.4
187012 36WVC 399960 7800000 0.2
187012 36WVV 399960 7500000 2.2
187012 36WWA 499980 7600020 100.0
187012 36WWB 499980 7700040 66.1
187012 36WWV 499980 7500000 25.7
187012 36WXA 600000 7600020 28.8
187012 36WXB 600000 7700040 20.7
187012 36WXV 600000 7500000 1.4
187012 37WDR 399960 7600020 0.9
187012 37WDS 399960 7700040 3.6
187013 35WPP 600000 7400040 31.2
187013 35WPQ 600000 7500000 67.2
187013 35WPR 600000 7600020 22.0
187013 36WVA 399960 7600020 31.0
187013 36WVU 399960 7400040 61.8
187013 36WVV 399960 7500000 100.0
187013 36WWA 499980 7600020 4.0
187013 36WWU 499980 7400040 37.4
187013 36WWV 499980 7500000 70.3
187014 35WNN 499980 7300020 24.9
187014 35WNP 499980 7400040 7.1
187014 35WPM 600000 7200000 7.9
187014 35WPN 600000 7300020 95.2
187014 35WPP 600000 7400040 78.6
187014 35WPQ 600000 7500000 0.2
187014 36WVS 399960 7200000 20.9
187014 36WVT 399960 7300020 90.8
187014 36WVU 399960 7400040 56.9
187014 36WWT 499980 7300020 6.6
187014 36WWU 499980 7400040 9.3
187015 35VNL 499980 7100040 38.2
187015 35VPL 600000 7100040 68.8
187015 35WNM 499980 7200000 64.8
187015 35WNN 499980 7300020 17.4
187015 35WPM 600000 7200000 99.8
187015 35WPN 600000 7300020 20.0
187015 36VUR 300000 7100040 69.2
187015 36VVR 399960 7100040 14.6
187015 36WVS 399960 7200000 44.0
187015 36WVT 399960 7300020 0.9
187016 35VMJ 399960 6900000 0.2
187016 35VMK 399960 7000020 27.7
187016 35VML 399960 7100040 6.1
187016 35VNJ 499980 6900000 15.6
187016 35VNK 499980 7000020 98.8
187016 35VNL 499980 7100040 70.4
187016 35VPJ 600000 6900000 17.7
187016 35VPK 600000 7000020 71.4
187016 35VPL 600000 7100040 44.4
187016 36VUP 300000 6900000 13.3
187016 36VUQ 300000 7000020 64.9
187016 36VUR 300000 7100040 44.5
187016 36VVR 399960 7100040 0.3
187017 35VMH 399960 6800040 46.0
187017 35VMJ 399960 6900000 64.4
187017 35VMK 399960 7000020 13.9
187017 35VNH 499980 6800040 76.6
187017 35VNJ 499980 6900000 97.4
187017 35VNK 499980 7000020 11.6
187017 35VPH 600000 6800040 10.9
187017 35VPJ 600000 6900000 31.5
187017 36VUN 300000 6800040 0.5
187017 36VUP 300000 6900000 17.5
187018 34VFM 600000 6700020 3.3
187018 35VLF 300000 6600000 2.2
187018 35VLG 300000 6700020 32.3
187018 35VLH 300000 6800040 6.5
187018 35VMF 399960 6600000 24.4
187018 35VMG 399960 6700020 100.0
187018 35VMH 399960 6800040 63.3
187018 35VNF 499980 6600000 20.9
187018 35VNG 499980 6700020 70.5
187018 35VNH 499980 6800040 36.0
187019 34VFK 600000 6500040 22.3
187019 34VFL 600000 6600000 25.8
187019 34VFM 600000 6700020 3.7
187019 35VLE 300000 6500040 54.9
187019 35VLF 300000 6600000 66.1
187019 35VLG 300000 6700020 10.8
187019 35VMD 399960 6400020 0.7
187019 35VME 399960 6500040 83.1
187019 35VMF 399960 6600000 92.5
187019 35VMG 399960 6700020 5.3
187019 35VNE 499980 6500040 9.4
187019 35VNF 499980 6600000 26.1
187020 34VFH 600000 6300000 15.0
187020 34VFJ 600000 6400020 70.9
187020 34VFK 600000 6500040 34.1
187020 35VLC 300000 6300000 33.3
187020 35VLD 300000 6400020 100.0
187020 35VLE 300000 6500040 56.3
187020 35VMC 399960 6300000 22.7
187020 35VMD 399960 6400020 67.9
187020 35VME 399960 6500040 27.5
187021 34UEG 499980 6200040 13.8
187021 34UFG 600000 6200040 77.0
187021 34VEH 499980 6300000 4.6
187021 34VFH 600000 6300000 90.9
187021 34VFJ 600000 6400020 6.9
187021 35ULA 300000 6100020 3.3
187021 35ULB 300000 6200040 87.7
187021 35UMB 399960 6200040 7.1
187021 35VLC 300000 6300000 85.0
187021 35VLD 300000 6400020 1.4
187021 35VMC 399960 6300000 20.2
187022 34UEE 499980 6000000 19.2
187022 34UEF 499980 6100020 49.1
187022 34UEG 499980 6200040 16.8
187022 34UFE 600000 6000000 46.6
187022 34UFF 600000 6100020 100.0
187022 34UFG 600000 6200040 40.6
187022 34UGE 699960 6000000 19.4
187022 35ULA 300000 6100020 63.8
187022 35ULB 300000 6200040 19.4
187022 35ULV 300000 6000000 22.9
187023 34UDD 399960 5900040 2.9
187023 34UEC 499980 5800020 1.2
187023 34UED 499980 5900040 81.8
187023 34UEE 499980 6000000 64.8
187023 34UEF 499980 6100020 0.3
187023 34UFC 600000 5800020 11.4
187023 34UFD 600000 5900040 93.8
187023 34UFE 600000 6000000 71.2
187023 34UGD 699960 5900040 6.0
187023 34UGE 699960 6000000 13.6
187023 35ULU 300000 5900040 4.3
187023 35ULV 300000 6000000 14.3
187024 34UDB 399960 5700000 19.2
187024 34UDC 399960 5800020 29.1
187024 34UDD 399960 5900040 5.3
187024 34UEB 499980 5700000 57.0
187024 34UEC 499980 5800020 100.0
187024 34UED 499980 5900040 30.5
187024 34UFB 600000 5700000 36.1
187024 34UFC 600000 5800020 70.9
187024 34UFD 600000 5900040 10.5
187025 34UDA 399960 5600040 74.5
187025 34UDB 399960 5700000 42.7
187025 34UDV 399960 5500020 6.7
187025 34UEA 499980 5600040 100.0
187025 34UEB 499980 5700000 60.8
187025 34UEV 499980 5500020 25.6
187025 34UFA 600000 5600040 23.2
187025 34UFB 600000 5700000 18.9
187025 34UFV 600000 5500020 2.6
187026 34UCU 300000 5400000 15.8
187026 34UCV 300000 5500020 11.1
187026 34UDA 399960 5600040 16.7
187026 34UDU 399960 5400000 67.1
187026 34UDV 399960 5500020 97.6
187026 34UEA 499980 5600040 2.9
187026 34UEU 499980 5400000 55.5
187026 34UEV 499980 5500020 80.9
187026 34UFV 600000 5500020 0.9
187027 33TYM 699960 5200020 1.7
187027 33TYN 699960 5300040 12.7
187027 33UYP 699960 5400000 0.7
187027 34TCS 300000 5200020 14.1
187027 34TCT 300000 5300040 60.5
187027 34TDS 399960 5200020 36.9
187027 34TDT 399960 5300040 100.0
187027 34TES 499980 5200020 10.7
187027 34TET 499980 5300040 40.3
187027 34UCU 300000 5400000 25.9
187027 34UDU 399960 5400000 50.6
187027 34UEU 499980 5400000 19.6
187028 33TYL 699960 5100000 29.2
187028 33TYM 699960 5200020 30.4
187028 33TYN 699960 5300040 3.8
187028 34TCR 300000 5100000 77.1
187028 34TCS 300000 5200020 83.2
187028 34TCT 300000 5300040 5.4
187028 34TDQ 399960 5000040 2.5
187028 34TDR 399960 5100000 77.3
187028 34TDS 399960 5200020 80.0
187028 34TER 499980 5100000 0.3
187028 34TES 499980 5200020 7.8
187029 33TYJ 699960 4900020 24.0
187029 33TYK 699960 5000040 66.3
187029 33TYL 699960 5100000 27.7
187029 34TCP 300000 4900020 47.3
187029 34TCQ 300000 5000040 100.0
187029 34TCR 300000 5100000 40.5
187029 34TDP 399960 4900020 21.7
187029 34TDQ 399960 5000040 56.2
187029 34TDR 399960 5100000 16.4
187030 33TXH 600000 4800000 8.1
187030 33TXJ 600000 4900020 0.3
187030 33TYG 699960 4700040 0.8
187030 33TYH 699960 4800000 87.1
187030 33TYJ 699960 4900020 74.4
187030 34TBM 199980 4700040 1.4
187030 34TCM 300000 4700040 12.2
187030 34TCN 300000 4800000 94.3
187030 34TCP 300000 4900020 70.6
187030 34TDN 399960 4800000 6.8
187030 34TDP 399960 4900020 14.4
187031 33TXF 600000 4600020 20.4
187031 33TXG 600000 4700040 30.8
187031 33TXH 600000 4800000 6.9
187031 33TYF 699960 4600020 56.6
187031 33TYG 699960 4700040 100.0
187031 33TYH 699960 4800000 29.2
187031 34TBL 199980 4600020 57.7
187031 34TBM 199980 4700040 100.0
187031 34TCL 300000 4600020 35.1
187031 34TCM 300000 4700040 69.9
187031 34TCN 300000 4800000 9.7
187032 33SXD 600000 4400040 9.2
187032 33TXE 600000 4500000 68.3
187032 33TXF 600000 4600020 37.5
187032 33TYE 699960 4500000 100.0
187032 33TYF 699960 4600020 61.1
187032 34SCJ 300000 4400040 1.1
187032 34TBK 199980 4500000 99.8
187032 34TBL 199980 4600020 60.1
187032 34TCK 300000 4500000 19.6
187032 34TCL 300000 4600020 17.3
187033 33SWC 499980 4300020 7.5
187033 33SWD 499980 4400040 1.3
187033 33SXC 600000 4300020 69.1
187033 33SXD 600000 4400040 88.0
187033 33TXE 600000 4500000 11.4
187033 33TYE 699960 4500000 3.1
187033 34SCJ 300000 4400040 0.1
187033 34TBK 199980 4500000 2.4
187034 33SWA 499980 4100040 12.7
187034 33SWB 499980 4200000 36.1
187034 33SWC 499980 4300020 11.9
187034 33SXC 600000 4300020 48.3
187035 33SWA 499980 4100040 51.6
187035 33SWB 499980 4200000 0.4
187037 33SVR 399960 3600000 3.6
187037 33SVS 399960 3700020 44.0
187037 33SWR 499980 3600000 18.3
187038 33RVQ 399960 3500040 52.2
187038 33RWQ 499980 3500040 76.7
187038 33RXQ 600000 3500040 10.4
187038 33SVR 399960 3600000 66.0
187038 33SVS 399960 3700020 10.7
187038 33SWR 499980 3600000 97.6
187039 33RUN 300000 3300000 5.9
187039 33RUP 300000 3400020 16.3
187039 33RUQ 300000 3500040 1.0
187039 33RVN 399960 3300000 30.7
187039 33RVP 399960 3400020 99.6
187039 33RVQ 399960 3500040 49.6
187039 33RWN 499980 3300000 28.4
187039 33RWP 499980 3400020 80.8
187039 33RWQ 499980 3500040 38.0
187039 33RXQ 600000 3500040 0.9
187040 33RUM 300000 3200040 43.2
187040 33RUN 300000 3300000 36.2
187040 33RUP 300000 3400020 1.4
187040 33RVL 399960 3100020 1.6
187040 33RVM 399960 3200040 90.1
187040 33RVN 399960 3300000 87.0
187040 33RVP 399960 3400020 0.6
187040 33RWL 499980 3100020 2.3
187040 33RWM 499980 3200040 38.7
187040 33RWN 499980 3300000 42.5
187041 33RTK 199980 3000000 0.7
187041 33RUK 300000 3000000 40.6
187041 33RUL 300000 3100020 79.1
187041 33RUM 300000 3200040 25.7
187041 33RVK 399960 3000000 53.2
187041 33RVL 399960 3100020 99.9
187041 33RVM 399960 3200040 27.4
187041 33RWK 499980 3000000 1.5
187041 33RWL 499980 3100020 17.9
187041 33RWM 499980 3200040 5.3
187042 32RRP 799980 2900040 24.6
187042 33RTH 199980 2800020 0.6
187042 33RTJ 199980 2900040 27.1
187042 33RTK 199980 3000000 9.2
187042 33RUH 300000 2800020 11.6
187042 33RUJ 300000 2900040 99.0
187042 33RUK 300000 3000000 73.5
187042 33RVH 399960 2800020 12.4
187042 33RVJ 399960 2900040 66.6
187042 33RVK 399960 3000000 49.9
187043 32QRM 799980 2700000 31.9
187043 32RRN 799980 2800020 45.9
187043 32RRP 799980 2900040 10.3
187043 33QTG 199980 2700000 39.3
187043 33QUG 300000 2700000 71.1
187043 33QVG 399960 2700000 21.0
187043 33RTH 199980 2800020 51.6
187043 33RTJ 199980 2900040 9.8
187043 33RUH 300000 2800020 99.8
187043 33RUJ 300000 2900040 15.0
187043 33RVH 399960 2800020 42.3
187043 33RVJ 399960 2900040 2.0
187044 32QRK 799980 2500020 18.2
187044 32QRL 799980 2600040 80.5
187044 32QRM 799980 2700000 42.1
187044 33QTE 199980 2500020 24.1
187044 33QTF 199980 2600040 93.4
187044 33QTG 199980 2700000 46.2
187044 33QUE 300000 2500020 29.8
187044 33QUF 300000 2600040 93.1
187044 33QUG 300000 2700000 46.6
187044 33QVF 399960 2600040 4.4
187044 33QVG 399960 2700000 6.4
187045 32QQJ 699960 2400000 15.6
187045 32QQK 699960 2500020 7.1
187045 32QRJ 799980 2400000 78.6
187045 32QRK 799980 2500020 93.7
187045 32QRL 799980 2600040 5.5
187045 33QTD 199980 2400000 83.8
187045 33QTE 199980 2500020 93.4
187045 33QTF 199980 2600040 3.6
187045 33QUC 300000 2300040 1.2
187045 33QUD 300000 2400000 48.5
187045 33QUE 300000 2500020 55.9
187046 32QQG 699960 2200020 20.1
187046 32QQH 699960 2300040 42.5
187046 32QQJ 699960 2400000 13.8
187046 32QRG 799980 2200020 46.5
187046 32QRH 799980 2300040 100.0
187046 32QRJ 799980 2400000 39.0
187046 33QTB 199980 2200020 52.1
187046 33QTC 199980 2300040 100.0
187046 33QTD 199980 2400000 33.9
187046 33QUB 300000 2200020 7.6
187046 33QUC 300000 2300040 29.4
187046 33QUD 300000 2400000 9.7
187047 32QQE 699960 2000040 2.8
187047 32QQF 699960 2100000 73.4
187047 32QQG 699960 2200020 50.3
187047 32QRE 799980 2000040 13.8
187047 32QRF 799980 2100000 99.8
187047 32QRG 799980 2200020 71.1
187047 33QTA 199980 2100000 77.6
187047 33QTB 199980 2200020 61.9
187047 33QTV 199980 2000040 11.7
187047 33QUB 300000 2200020 2.0
187048 32QPD 600000 1900020 10.6
187048 32QPE 600000 2000040 6.5
187048 32QQD 699960 1900020 60.9
187048 32QQE 699960 2000040 95.8
187048 32QQF 699960 2100000 20.3
187048 32QRD 799980 1900020 52.4
187048 32QRE 799980 2000040 89.0
187048 32QRF 799980 2100000 12.1
187048 33QTA 199980 2100000 5.7
187048 33QTU 199980 1900020 28.1
187048 33QTV 199980 2000040 55.1
187049 32PPB 600000 1700040 10.3
187049 32PPC 600000 1800000 43.1
187049 32PQB 699960 1700040 28.8
187049 32PQC 699960 1800000 100.0
187049 32PRB 799980 1700040 14.8
187049 32PRC 799980 1800000 52.3
187049 32QPD 600000 1900020 18.0
187049 32QQD 699960 1900020 56.7
187049 32QRD 799980 1900020 30.3
187049 33PTS 199980 1700040 0.3
187049 33PTT 199980 1800000 13.4
187049 33QTU 199980 1900020 12.0
187050 32PPA 600000 1600020 59.4
187050 32PPB 600000 1700040 60.8
187050 32PPC 600000 1800000 3.8
187050 32PQA 699960 1600020 87.4
187050 32PQB 699960 1700040 88.8
187050 32PQC 699960 1800000 0.8
187050 32PQV 699960 1500000 0.3
187050 32PRA 799980 1600020 14.4
187050 32PRB 799980 1700040 25.3
187050 32PRV 799980 1500000 0.2
187051 32PNU 499980 1400040 7.3
187051 32PNV 499980 1500000 8.5
187051 32PPA 600000 1600020 35.8
187051 32PPU 600000 1400040 42.9
187051 32PPV 600000 1500000 97.1
187051 32PQA 699960 1600020 29.3
187051 32PQU 699960 1400040 38.8
187051 32PQV 699960 1500000 86.9
187051 32PRA 799980 1600020 1.6
187051 32PRV 799980 1500000 0.9
187052 32PNS 499980 1200000 0.8
187052 32PNT 499980 1300020 42.1
187052 32PNU 499980 1400040 24.1
187052 32PPS 600000 1200000 10.7
187052 32PPT 600000 1300020 99.0
187052 32PPU 600000 1400040 74.7
187052 32PQS 699960 1200000 7.3
187052 32PQT 699960 1300020 48.7
187052 32PQU 699960 1400040 41.0
187053 32PNR 499980 1100040 46.5
187053 32PNS 499980 1200000 65.7
187053 32PNT 499980 1300020 13.7
187053 32PPR 600000 1100040 69.4
187053 32PPS 600000 1200000 100.0
187053 32PPT 600000 1300020 15.7
187053 32PQR 699960 1100040 9.8
187053 32PQS 699960 1200000 28.8
187053 32PQT 699960 1300020 2.8
187054 32NMP 399960 900000 4.0
187054 32NNP 499980 900000 24.6
187054 32NPP 600000 900000 24.5
187054 32PMQ 399960 1000020 13.2
187054 32PMR 399960 1100040 0.5
187054 32PNQ 499980 1000020 99.1
187054 32PNR 499980 1100040 53.1
187054 32PPQ 600000 1000020 82.0
187054 32PPR 600000 1100040 45.7
187054 32PQR 699960 1100040 1.7
187055 32NMN 399960 800040 36.1
187055 32NMP 399960 900000 32.5
187055 32NNN 499980 800040 83.6
187055 32NNP 499980 900000 92.9
187055 32NPM 600000 700020 0.4
187055 32NPN 600000 800040 40.6
187055 32NPP 600000 900000 49.9
187055 32PMQ 399960 1000020 2.1
187055 32PNQ 499980 1000020 2.9
187056 32NML 399960 600000 33.1
187056 32NMM 399960 700020 71.4
187056 32NMN 399960 800040 25.3
187056 32NNL 499980 600000 50.6
187056 32NNM 499980 700020 100.0
187056 32NNN 499980 800040 33.9
187056 32NPL 600000 600000 5.1
187056 32NPM 600000 700020 23.7
187056 32NPN 600000 800040 8.9
187057 32NLK 300000 500040 16.2
187057 32NLL 300000 600000 2.5
187057 32NMJ 399960 400020 6.4
187057 32NMK 399960 500040 96.7
187057 32NML 399960 600000 72.7
187057 32NNJ 499980 400020 11.0
187057 32NNK 499980 500040 75.9
187057 32NNL 499980 600000 60.8
187057 32NPL 600000 600000 0.9
187058 32NLH 300000 300000 29.5
187058 32NLK 300000 500040 7.5
187058 32NMJ 399960 400020 100.0
187058 32NMK 399960 500040 20.2
187058 32NNH 499980 300000 29.2
187058 32NNJ 499980 400020 55.7
187058 32NNK 499980 500040 6.2
187059 32NLG 300000 200040 77.8
187059 32NLH 300000 300000 38.7
187059 32NNF 499980 100020 1.7
187059 32NNG 499980 200040 17.4
187059 32NNH 499980 300000 13.5
187060 32MKE 199980 10000000 16.0
187060 32MMD 399960 9900040 0.3
187060 32MME 399960 10000000 63.2
187060 32NKF 199980 100020 6.6
187060 32NLG 300000 200040 4.8
187060 32NNF 499980 100020 0.4
187061 32MKE 199980 10000000 14.5
187061 32MMD 399960 9900040 50.1
187061 32MME 399960 10000000 17.2
187247 40XER 499980 9100020 2.8
187247 40XES 499980 9200040 13.3
187247 41XML 399960 9100020 2.0
187247 41XNK 499980 9000000 21.0
187247 41XNL 499980 9100020 87.1
187247 42XVQ 399960 9000000 23.6
187247 42XVR 399960 9100020 85.7
187247 43XEK 499980 9000000 0.7
187247 43XEL 499980 9100020 1.9
187247 44XMQ 399960 9000000 0.1
187247 44XMR 399960 9100020 2.4
187248 39XWK 499980 9000000 16.9
187248 39XWL 499980 9100020 62.1
187248 39XWM 499980 9200040 13.6
187248 40XDQ 399960 9000000 24.5
187248 40XDR 399960 9100020 61.8
187248 40XEQ 499980 9000000 65.4
187248 40XER 499980 9100020 100.0
187248 40XES 499980 9200040 41.1
187248 41XMK 399960 9000000 62.8
187248 41XML 399960 9100020 100.0
187248 41XNK 499980 9000000 21.3
187248 41XNL 499980 9100020 31.3
187248 42XVQ 399960 9000000 17.3
187248 42XVR 399960 9100020 32.1
188001 41XNK 499980 9000000 7.9
188001 41XNL 499980 9100020 9.8
188001 42XVQ 399960 9000000 12.9
188001 42XVR 399960 9100020 9.6
188001 43XEJ 499980 8900040 12.5
188001 43XEK 499980 9000000 80.9
188001 43XEL 499980 9100020 40.9
188001 44XMP 399960 8900040 7.2
188001 44XMQ 399960 9000000 72.1
188001 44XMR 399960 9100020 41.6
188002 40XEP 499980 8900040 11.7
188002 40XEQ 499980 9000000 17.1
188002 41XMJ 399960 8900040 23.7
188002 41XMK 399960 9000000 22.1
188002 41XNK 499980 9000000 85.3
188002 41XNL 499980 9100020 6.4
188002 42XVQ 399960 9000000 86.8
188002 42XVR 399960 9100020 5.4
188003 39XWJ 499980 8900040 10.5
188003 40XDP 399960 8900040 20.4
188003 40XEP 499980 8900040 86.0
188003 40XEQ 499980 9000000 6.5
188003 41XMJ 399960 8900040 85.7
188003 41XMK 399960 9000000 6.2
188004 39XWJ 499980 8900040 2.5
188004 40XDP 399960 8900040 2.2
188010 35WPU 600000 7900020 0.7
188010 36WVD 399960 7900020 9.8
188010 36WWC 499980 7800000 9.6
188011 35WPS 600000 7700040 14.0
188011 35WPT 600000 7800000 33.6
188011 35WPU 600000 7900020 5.8
188011 36WVB 399960 7700040 34.9
188011 36WVC 399960 7800000 59.9
188011 36WVD 399960 7900020 13.8
188011 36WWB 499980 7700040 73.6
188011 36WWC 499980 7800000 98.9
188011 36WXB 600000 7700040 13.7
188011 37WDS 399960 7700040 0.1
188012 35WNR 499980 7600020 1.9
188012 35WPQ 600000 7500000 1.4
188012 35WPR 600000 7600020 77.6
188012 35WPS 600000 7700040 60.2
188012 35WPT 600000 7800000 1.1
188012 36WVA 399960 7600020 98.0
188012 36WVB 399960 7700040 76.5
188012 36WVC 399960 7800000 0.3
188012 36WVV 399960 7500000 17.2
188012 36WWA 499980 7600020 62.1
188012 36WWB 499980 7700040 38.6
188012 36WWV 499980 7500000 13.3
188013 35WNP 499980 7400040 19.6
188013 35WNQ 499980 7500000 36.4
188013 35WNR 499980 7600020 6.8
188013 35WPP 600000 7400040 57.9
188013 35WPQ 600000 7500000 100.0
188013 35WPR 600000 7600020 33.8
188013 36WVA 399960 7600020 12.0
188013 36WVU 399960 7400040 57.5
188013 36WVV 399960 7500000 94.3
188013 36WWV 499980 7500000 12.0
188014 35WMN 399960 7300020 4.8
188014 35WNM 499980 7200000 4.9
188014 35WNN 499980 7300020 87.0
188014 35WNP 499980 7400040 59.2
188014 35WPM 600000 7200000 20.4
188014 35WPN 600000 7300020 94.4
188014 35WPP 600000 7400040 60.3
188014 36WVS 399960 7200000 0.7
188014 36WVT 399960 7300020 27.5
188014 36WVU 399960 7400040 22.3
188015 35VML 399960 7100040 26.5
188015 35VNL 499980 7100040 66.4
188015 35VPL 600000 7100040 29.6
188015 35WMM 399960 7200000 41.4
188015 35WMN 399960 7300020 8.2
188015 35WNM 499980 7200000 100.0
188015 35WNN 499980 7300020 25.6
188015 35WPM 600000 7200000 57.9
188015 35WPN 600000 7300020 2.3
188015 36VUR 300000 7100040 30.5
188016 34VFQ 600000 7000020 5.4
188016 35VLK 300000 7000020 10.5
188016 35VMJ 399960 6900000 10.8
188016 35VMK 399960 7000020 94.5
188016 35VML 399960 7100040 59.4
188016 35VNJ 499980 6900000 23.5
188016 35VNK 499980 7000020 90.2
188016 35VNL 499980 7100040 51.8
188016 35VPK 600000 7000020 4.6
188016 35VPL 600000 7100040 7.3
188016 36VUQ 300000 7000020 2.2
188016 36VUR 300000 7100040 7.1
188017 34VFN 600000 6800040 21.6
188017 34VFP 600000 6900000 33.2
188017 34VFQ 600000 7000020 7.0
188017 35VLH 300000 6800040 35.1
188017 35VLJ 300000 6900000 48.5
188017 35VLK 300000 7000020 9.5
188017 35VMH 399960 6800040 74.9
188017 35VMJ 399960 6900000 98.9
188017 35VMK 399960 7000020 17.0
188017 35VNH 499980 6800040 24.4
188017 35VNJ 499980 6900000 46.4
188017 35VNK 499980 7000020 0.2
188018 34VFL 600000 6600000 8.1
188018 34VFM 600000 6700020 78.5
188018 34VFN 600000 6800040 45.1
188018 35VLF 300000 6600000 18.9
188018 35VLG 300000 6700020 99.1
188018 35VLH 300000 6800040 60.2
188018 35VMF 399960 6600000 24.5
188018 35VMG 399960 6700020 83.2
188018 35VMH 399960 6800040 43.2
188018 35VNG 499980 6700020 1.4
188018 35VNH 499980 6800040 3.3
188019 34VEK 499980 6500040 18.1
188019 34VEL 499980 6600000 14.7
188019 34VEM 499980 6700020 0.3
188019 34VFK 600000 6500040 69.2
188019 34VFL 600000 6600000 98.8
188019 34VFM 600000 6700020 16.3
188019 35VLD 300000 6400020 0.4
188019 35VLE 300000 6500040 82.1
188019 35VLF 300000 6600000 95.6
188019 35VLG 300000 6700020 9.4
188019 35VME 399960 6500040 16.3
188019 35VMF 399960 6600000 34.8
188020 34VEH 499980 6300000 15.5
188020 34VEJ 499980 6400020 64.3
188020 34VEK 499980 6500040 28.0
188020 34VFH 600000 6300000 39.2
188020 34VFJ 600000 6400020 100.0
188020 34VFK 600000 6500040 48.5
188020 35VLC 300000 6300000 23.4
188020 35VLD 300000 6400020 73.5
188020 35VLE 300000 6500040 32.9
188020 35VME 399960 6500040 0.3
188021 34UDG 399960 6200040 12.2
188021 34UEG 499980 6200040 78.8
188021 34UFF 600000 6100020 3.2
188021 34UFG 600000 6200040 75.5
188021 34VDH 399960 6300000 2.6
188021 34VEH 499980 6300000 86.3
188021 34VEJ 499980 6400020 5.3
188021 34VFH 600000 6300000 76.8
188021 35ULB 300000 6200040 8.0
188021 35VLC 300000 6300000 23.6
188022 34UDE 399960 6000000 20.0
188022 34UDF 399960 6100020 49.0
188022 34UDG 399960 6200040 15.7
188022 34UEE 499980 6000000 49.1
188022 34UEF 499980 6100020 100.0
188022 34UEG 499980 6200040 39.0
188022 34UFE 600000 6000000 20.0
188022 34UFF 600000 6100020 52.8
188022 34UFG 600000 6200040 14.2
188023 33UYU 699960 5900040 2.5
